ID;CodigoPrograma;GradoMinimo;GradoMaximo;Estado;NoAnual;Dias;Transporte;TipoPago;Precio;Seguro;SeguroCancelado;PorcentajeSeguro;PagoCancelado;Chaperones;LineaPobreza;Region;SegmentoCRM;TipoEscuela;ReunionPadres;MenorGradoEscuela;MayorGrado Escuela;TotalAlumnosEscuela;NivelIngresos;PagoFacil;ApoyoOficial;TipoPrograma;NuevoExistente;ParticipantesPago;TotalIngreso;Reuniones;DiasPrimeraReunion;DiasUltimaReunion;TipoGradoMinimo;TipoGradoMaximo;MesPartida;CodigoAgregacionPrograma;MismoGrado;ParticipantesEstudiantado;RatioPago;Tamano;Retenidos2020
1218;HD;8;8;MI;0;6;B;CP;889;14;2;0.333;0;3;;Other;4;Catholic;1;PK;5;243;O;0.262;0;East Coast;EXISTING;42;889;1;247;247;Middle;Middle;May;H;1;0.172839506;0.933333333;S;1
1219;CD;8;8;CA;0;6;A;NA;1979;50;12;0.807;18;6;;Southern California;5;CHD;1;PK;12;798;K;0.29;1;East Coast;EXISTING;62;1979;1;240;240;Middle;Middle;May;C;1;0.077694236;0.911764706;M-L;1
1220;HC;8;8;CA;0;10;A;NA;2990;50;3;0.694;1;5;;Southern California;5;Private non-Christian;1;K;8;575;F;0.125;0;East Coast;EXISTING;72;2990;2;386;247;Middle;Middle;May;H;1;0.125217391;0.935064935;S-M;1
1221;HS;4;4;CA;0;1;A;NA;358;44;5;0.431;9;3;B;Southern California;4;PUBLIC;0;K;6;670;O;0.157;1;CA History;EXISTING;102;358;0;NA;NA;Elementary;Elementary;May;H;1;0.152238806;0.971428571;M-L;1
1222;HS;4;4;CA;0;2;A;NA;630;6;0;0.667;2;1;;Southern California;4;CHD;1;PK;6;70;G;0.111;0;CA History;NEW;9;630;1;234;234;Elementary;Elementary;May;H;1;0.128571429;0.9;S;1
1223;HS;4;4;CA;0;2;A;NA;593;4;0;0.16;1;1;C;Southern California;5;PUBLIC;1;K;8;855;K;0;1;CA History;EXISTING;25;593;2;238;127;Elementary;Elementary;May;H;1;0.029239766;0.961538462;L;1
1224;HS;4;4;CA;0;2;A;NA;609;6;2;0.462;4;1;;Southern California;11;CHD;1;K;8;170;P;0.154;1;CA History;EXISTING;13;609;1;211;211;Elementary;Elementary;May;H;1;0.076470588;0.928571429;S;1
1225;HVP;8;8;NY;0;2;B;SA;298;0;0;0;14;19;B;Other;5;PUBLIC;1;6;8;1096;Q;0;0;East Coast;NEW;243;298;1;170;170;Middle;Middle;May;H;1;0.221715328;0.927480916;L;1
1226;CD;8;9;IL;0;3;A;NA;929;20;1;0.625;1;2;;Other;10;CHD;0;K;8;325;Q;0;1;East Coast;EXISTING;32;929;0;NA;NA;Middle;High;May;C;0;0.098461538;0.941176471;S;1
1227;HD;8;8;NY;0;4;B;FR;779;22;1;0.431;1;4;;Other;7;PUBLIC;1;;NA;;;0.275;0;East Coast;EXISTING;51;779;1;247;247;Middle;Middle;May;H;1;NA;0.927272727;;1
1228;HD;6;8;OK;1;4;A;FR;1643;2;1;0.053;22;4;B;Other;10;PUBLIC;1;PK;8;350;D;0.105;0;East Coast;EXISTING;38;1643;2;409;262;Middle;Middle;May;H;0;0.108571429;0.904761905;S-M;0
1229;HD;6;8;KS;0;4;A;FR;1539;10;3;0.556;4;4;B;Other;10;PUBLIC;1;4;8;106;F;0.056;0;East Coast;NEW;18;1539;1;247;247;Middle;Middle;May;H;0;0.169811321;0.818181818;S;0
1230;HD;8;8;MI;0;5;B;NA;573;34;3;0.239;6;9;B;Other;5;PUBLIC;1;6;8;700;L;0.12;0;East Coast;EXISTING;142;573;1;226;226;Middle;Middle;May;H;1;0.202857143;0.940397351;M-L;0
1231;HD;8;8;TX;0;5;A;NA;1821;8;0;0.615;1;2;C;Houston;1;PUBLIC;1;5;8;725;B;0.231;0;East Coast;EXISTING;13;1821;2;419;261;Middle;Middle;May;H;1;0.017931034;0.866666667;M-L;1
1232;CD;8;8;CA;0;6;A;FR;1960;42;3;0.583;6;5;;Southern California;5;CHD;1;K;8;541;O;0.236;1;East Coast;EXISTING;72;1960;1;241;241;Middle;Middle;May;C;1;0.133086876;0.935064935;S-M;1
1233;HD;8;8;OR;0;8;A;FR;2453;31;3;0.477;3;4;;Pacific Northwest;5;CHD;1;K;8;430;O;0.185;0;East Coast;EXISTING;65;2453;1;251;251;Middle;Middle;May;H;1;0.151162791;0.942028986;S-M;1
1234;HS;4;4;CA;0;1;B;FR;163;94;5;0.477;8;5;B;Northern California;4;PUBLIC;1;K;6;855;Q;0.091;1;CA History;EXISTING;197;163;1;268;268;Elementary;Elementary;May;H;1;0.230409357;0.975247525;L;1
1235;HD;8;8;OK;0;3;A;NA;1335;55;2;0.764;4;5;;Other;5;Private non-Christian;1;PK;12;812;I;0.264;0;East Coast;EXISTING;72;1335;2;374;267;Middle;Middle;May;H;1;0.088669951;0.935064935;L;1
1236;HD;7;8;NE;1;4;A;NA;1449;20;3;0.769;4;3;B;Other;10;PUBLIC;1;6;8;503;J;0.269;0;East Coast;EXISTING;26;1449;2;379;254;Middle;Middle;May;H;0;0.051689861;0.896551724;S-M;0
1237;HD;8;8;KY;0;3;B;NA;672;0;0;0;1;3;C;Other;10;PUBLIC;1;6;8;686;F;0;0;East Coast;NEW;29;672;2;232;165;Middle;Middle;May;H;1;0.042274052;0.90625;M-L;0
1238;HD;8;8;MO;0;4;A;NA;1705;23;6;0.719;6;3;A;Other;5;PUBLIC;1;6;8;1494;N;0.406;0;East Coast;EXISTING;32;1705;1;254;254;Middle;Middle;May;H;1;0.021419009;0.914285714;L;1
1239;HC;8;8;CA;0;5;A;NA;2089;29;10;0.659;10;4;B;Northern California;5;PUBLIC;1;7;8;800;P;0.273;0;East Coast;EXISTING;44;2089;1;261;261;Middle;Middle;May;H;1;0.055;0.916666667;M-L;1
1240;HS;4;4;CA;0;1;A;FR;383;6;0;0.3;0;1;B;Southern California;4;PUBLIC;1;K;5;749;M;0.1;0;CA History;EXISTING;20;383;1;242;242;Elementary;Elementary;May;H;1;0.02670227;0.952380952;M-L;1
1241;HS;4;4;CA;0;1;A;NA;399;22;2;0.468;4;2;A;Southern California;4;PUBLIC;1;K;5;826;Q;0.064;1;CA History;EXISTING;47;399;1;233;233;Elementary;Elementary;May;H;1;0.056900726;0.959183673;L;1
1242;HS;4;4;CA;0;1;A;NA;383;12;2;0.6;4;1;B;Southern California;4;PUBLIC;1;PK;5;450;P;0.05;0;CA History;NEW;20;383;1;214;214;Elementary;Elementary;May;H;1;0.044444444;0.952380952;S-M;0
1243;HS;4;5;CA;1;2;A;NA;599;21;0;0.656;1;1;B;Southern California;4;PUBLIC;1;K;5;722;Q;0.188;0;CA History;EXISTING;32;599;2;374;234;Elementary;Elementary;May;H;0;0.04432133;0.96969697;M-L;0
1244;HS;4;4;CA;0;2;A;NA;583;5;4;0.385;8;1;B;Southern California;4;PUBLIC;1;K;6;723;O;0.385;0;CA History;NEW;13;583;1;248;248;Elementary;Elementary;May;H;1;0.017980636;0.928571429;M-L;0
1245;HS;4;4;CA;0;2;A;NA;578;20;1;0.69;3;2;C;Southern California;4;PUBLIC;1;K;5;800;N;0.172;0;CA History;EXISTING;29;578;2;241;228;Elementary;Elementary;May;H;1;0.03625;0.935483871;M-L;1
1246;HD;8;8;MN;0;3;A;NA;1318;25;3;0.807;3;3;B;Other;10;PUBLIC;1;6;8;1027;N;0.484;0;East Coast;EXISTING;31;1318;2;401;240;Middle;Middle;May;H;1;0.030185005;0.911764706;L;1
1247;HD;7;7;MN;0;3;A;NA;1274;21;1;0.656;5;5;B;Other;10;PUBLIC;1;6;8;847;N;0.219;0;East Coast;EXISTING;32;1274;1;227;227;Middle;Middle;May;H;1;0.037780401;0.864864865;L;1
1248;HD;8;8;TX;0;4;A;NA;1599;20;1;0.571;2;5;;Houston;5;Catholic;1;PK;8;450;P;0.229;0;East Coast;EXISTING;35;1599;1;250;250;Middle;Middle;May;H;1;0.077777778;0.875;S-M;1
1249;HD;NA;NA;GA;0;5;A;NA;1597;13;0;0.542;1;2;;Other;7;CHD;0;;NA;;;0;0;East Coast;NEW;24;1597;0;NA;NA;Undefined;Undefined;May;H;0;NA;0.923076923;;1
1250;HC;8;8;CA;0;7;A;FR;2687;13;1;0.482;1;2;;Southern California;5;CHD;1;K;8;260;K;0.148;0;East Coast;EXISTING;27;2687;1;268;268;Middle;Middle;May;H;1;0.103846154;0.931034483;S;1
1251;HO;5;5;CA;0;7;A;CP;2744;29;0;0.691;1;4;;Southern California;4;Private non-Christian;1;K;6;280;Q;0.071;0;East Coast;EXISTING;42;2744;1;235;235;Elementary;Elementary;May;H;1;0.15;0.913043478;S;1
1252;HD;8;8;CA;0;7;A;CP;2149;67;2;0.558;3;10;;Southern California;5;CHD;1;PK;12;1200;P;0.175;1;East Coast;EXISTING;120;2149;1;213;213;Middle;Middle;May;H;1;0.1;0.923076923;L;1
1253;HC;NA;NA;CA;0;6;A;NA;2175;15;12;0.556;22;3;E;Southern California;10;PUBLIC;0;7;8;495;K;0.037;0;East Coast;NEW;27;2175;0;NA;NA;Undefined;Undefined;May;H;0;0.054545455;0.9;S-M;1
1254;HD;7;8;TX;0;4;A;NA;1449;20;0;0.513;0;3;;Houston;5;Private non-Christian;0;K;12;570;D;0.154;0;East Coast;NEW;39;1449;0;NA;NA;Middle;Middle;May;H;0;0.068421053;0.928571429;S-M;1
1255;HD;8;8;AZ;0;4;A;NA;1851;5;2;0.714;5;1;B;Other;10;PUBLIC;1;K;8;1424;L;0.286;0;East Coast;EXISTING;7;1851;1;270;270;Middle;Middle;May;H;1;0.00491573;0.875;L;1
1256;HD;8;8;CA;0;4;A;CP;1508;41;7;0.594;9;9;;Northern California;7;PUBLIC;1;;NA;;;0.29;0;East Coast;EXISTING;69;1508;2;375;235;Middle;Middle;May;H;1;NA;0.884615385;;1
1257;HD;6;8;WV;0;4;N;NA;658;6;0;0.6;1;3;;Other;1;CHD;0;PK;8;52;D;0.2;0;East Coast;NEW;10;658;0;NA;NA;Middle;Middle;May;H;0;0.192307692;0.769230769;S;0
1258;HD;7;7;AZ;0;5;A;FR;1672;22;4;0.733;6;3;B;Other;10;PUBLIC;1;5;8;809;I;0.233;0;East Coast;EXISTING;30;1672;2;370;262;Middle;Middle;May;H;1;0.037082818;0.909090909;M-L;1
1259;HD;11;11;NE;0;6;A;SA;2101;0;0;0;6;2;B;Other;10;PUBLIC;1;7;12;150;I;0;0;East Coast;EXISTING;12;2101;1;269;269;High;High;May;H;1;0.08;0.857142857;S;1
1260;HD;5;5;CA;0;6;A;CP;2027;67;6;0.728;10;6;B;Southern California;4;PUBLIC;0;K;6;410;Q;0.12;1;East Coast;EXISTING;92;2027;0;NA;NA;Elementary;Elementary;May;H;1;0.224390244;0.93877551;S-M;1
1261;HC;NA;NA;CA;0;7;A;SA;2184;0;0;0;17;3;C;Southern California;10;PUBLIC;1;6;8;754;G;0;0;East Coast;EXISTING;20;2184;1;236;236;Undefined;Undefined;May;H;0;0.026525199;0.869565217;M-L;1
1262;HIS;NA;NA;IL;0;1;B;FR;119;5;1;0.119;3;5;;Other;NA;CHD;1;;NA;;;0;0;IL History;NEW;42;119;1;174;174;Undefined;Undefined;May;H;0;NA;0.893617021;;0
1263;HD;8;8;NE;0;3;A;NA;1142;7;2;0.318;1;2;;Other;10;Catholic;1;PK;8;374;I;0.5;0;East Coast;EXISTING;22;1142;2;369;250;Middle;Middle;May;H;1;0.058823529;0.916666667;S-M;1
1264;HD;8;9;IA;1;4;A;FR;1508;22;6;0.786;8;2;B;Other;10;PUBLIC;1;PK;12;450;J;0.286;0;East Coast;EXISTING;28;1508;1;265;265;Middle;High;May;H;0;0.062222222;0.933333333;S-M;0
1265;HD;8;8;MO;0;4;A;NA;1524;15;2;0.75;3;2;B;Other;10;PUBLIC;1;6;8;423;G;0.45;0;East Coast;EXISTING;20;1524;1;257;257;Middle;Middle;May;H;1;0.047281324;0.909090909;S-M;1
1266;HD;7;8;SD;1;4;A;NA;1499;15;1;0.75;2;2;B;Other;10;PUBLIC;1;6;8;945;L;0.35;0;East Coast;NEW;20;1499;1;249;249;Middle;Middle;May;H;0;0.021164021;0.909090909;L;0
1267;HD;8;8;OK;0;4;A;NA;1757;8;6;1;8;1;D;Other;10;PUBLIC;1;7;9;550;D;0.5;0;East Coast;EXISTING;8;1757;1;222;222;Middle;Middle;May;H;1;0.014545455;0.888888889;S-M;1
1268;HD;8;8;CA;0;5;A;NA;2032;2;2;0.667;3;1;B;Southern California;4;PUBLIC;1;K;6;557;P;0.667;1;East Coast;EXISTING;3;2032;2;250;243;Middle;Middle;May;H;1;0.005385996;0.75;S-M;1
1269;HD;8;8;TX;0;4;A;NA;1720;55;4;0.833;3;4;;Dallas;5;CHD;1;PK;12;1026;M;0.258;0;East Coast;EXISTING;66;1720;1;234;234;Middle;Middle;May;H;1;0.064327485;0.942857143;L;1
1270;HD;8;8;CA;0;5;A;CP;2054;10;0;0.345;0;4;;Northern California;5;Private non-Christian;1;K;8;255;O;0.172;0;East Coast;EXISTING;29;2054;1;242;242;Middle;Middle;May;H;1;0.11372549;0.878787879;S;1
1271;HD;8;9;CA;0;5;A;NA;1749;8;2;1;6;2;C;Southern California;10;PUBLIC;1;6;8;966;M;0.25;0;East Coast;NEW;8;1749;2;340;242;Middle;High;May;H;0;0.008281573;0.8;L;1
1272;HD;8;NA;AZ;0;5;A;NA;1782;13;2;0.591;3;1;;Other;5;Catholic;1;K;8;505;C;0.046;1;East Coast;EXISTING;22;1782;2;391;250;Middle;Undefined;May;H;0;0.043564356;0.956521739;S-M;1
1273;HD;8;8;CA;0;5;A;NA;2302;4;0;0.8;0;1;;Northern California;1;Private non-Christian;0;K;8;120;O;0.2;0;East Coast;EXISTING;5;2302;0;NA;NA;Middle;Middle;May;H;1;0.041666667;0.833333333;S;0
1274;HD;9;12;AZ;0;5;A;NA;1913;16;1;0.64;2;3;;Other;7;Private non-Christian;1;;NA;111;I;0.08;0;East Coast;NEW;25;1913;1;252;252;High;High;May;H;0;0.225225225;0.892857143;S;0
1275;HD;NA;NA;MI;0;4;B;NA;800;10;4;0.357;10;2;;Other;7;PUBLIC;1;;NA;;;0.143;0;East Coast;EXISTING;28;800;2;235;216;Undefined;Undefined;May;H;0;NA;0.933333333;;1
1276;SM;9;12;OH;0;5;A;NA;1600;10;5;0.526;6;4;;Other;7;PUBLIC;1;;NA;;;0.158;0;Science;EXISTING;19;1600;2;375;251;High;High;May;S;0;NA;0.826086957;;1
1277;HC;NA;NA;CA;0;5;A;NA;1948;4;2;0.5;5;2;B;Northern California;5;PUBLIC;1;7;8;1225;P;0.125;0;East Coast;NEW;8;1948;1;243;243;Undefined;Undefined;May;H;0;0.006530612;0.8;L;1
1278;HC;NA;NA;CA;0;5;A;SA;1887;0;0;0;9;4;E;Northern California;4;PUBLIC;1;K;6;552;K;0;0;East Coast;NEW;25;1887;1;242;242;Undefined;Undefined;May;H;0;0.045289855;0.862068966;S-M;1
1279;SM;6;6;OK;0;5;A;NA;2080;13;5;0.722;6;3;D;Other;4;PUBLIC;1;5;6;350;D;0.389;0;Science;EXISTING;18;2080;1;237;237;Middle;Middle;May;S;1;0.051428571;0.857142857;S-M;1
1280;HD;8;8;CA;0;5;A;CP;2095;39;5;0.565;6;7;;Southern California;5;Private non-Christian;1;PK;8;900;Q;0.145;0;East Coast;EXISTING;69;2095;1;266;266;Middle;Middle;May;H;1;0.076666667;0.907894737;L;1
1281;HD;8;8;IL;0;4;B;NA;943;9;9;0.346;9;5;C;Other;10;PUBLIC;1;PK;8;603;P;0;0;East Coast;NEW;26;943;1;116;116;Middle;Middle;May;H;1;0.043117745;0.838709677;M-L;1
1282;HD;7;8;NE;1;3;A;NA;1326;9;1;0.6;2;1;B;Other;10;PUBLIC;1;K;12;325;F;0.2;0;East Coast;EXISTING;15;1326;1;266;266;Middle;Middle;May;H;0;0.046153846;0.9375;S;0
1283;HS;4;4;CA;0;3;A;FR;793;3;3;0.188;3;1;;Southern California;11;CHD;0;7;8;100;P;0;1;CA History;EXISTING;16;793;0;NA;NA;Elementary;Elementary;May;H;1;0.16;0.941176471;S;1
1284;HG;4;4;CA;0;3;B;CP;566;36;4;0.632;6;4;B;Southern California;4;PUBLIC;1;K;5;264;Q;0.105;1;CA History;EXISTING;57;566;1;221;221;Elementary;Elementary;May;H;1;0.215909091;0.93442623;S;1
1285;HD;8;8;WI;0;3;A;NA;1204;20;4;0.556;11;2;B;Other;10;PUBLIC;1;6;8;886;J;0.194;0;East Coast;NEW;36;1204;1;189;189;Middle;Middle;May;H;1;0.040632054;0.947368421;L;1
1286;HD;NA;NA;MA;0;4;B;SA;699;0;0;0;6;15;A;Other;5;PUBLIC;1;6;8;737;Q;0;0;East Coast;EXISTING;205;699;2;259;253;Undefined;Undefined;May;H;0;0.278154681;0.931818182;M-L;1
1287;HD;8;8;OH;0;3;B;NA;575;32;1;0.395;5;5;B;Other;10;PUBLIC;1;6;8;315;F;0.198;0;East Coast;EXISTING;81;575;1;280;280;Middle;Middle;May;H;1;0.257142857;0.941860465;S;1
1288;HD;8;8;OK;0;4;A;NA;1609;27;3;0.628;4;3;B;Other;10;PUBLIC;1;6;8;220;J;0.349;0;East Coast;EXISTING;43;1609;1;271;271;Middle;Middle;May;H;1;0.195454545;0.934782609;S;1
1289;HD;8;8;NH;0;4;B;FR;732;72;6;0.453;9;16;A;Other;5;PUBLIC;1;6;8;519;P;0.359;0;East Coast;EXISTING;159;732;2;362;250;Middle;Middle;May;H;1;0.306358382;0.908571429;S-M;1
1290;HD;8;9;SD;0;4;A;NA;1589;17;0;0.773;1;2;B;Other;10;PUBLIC;1;6;8;155;I;0.273;0;East Coast;NEW;22;1589;1;222;222;Middle;High;May;H;0;0.141935484;0.916666667;S;0
1291;HD;NA;NA;SC;1;4;B;NA;785;15;4;0.395;5;7;C;Other;10;PUBLIC;1;PK;7;442;F;0.053;0;East Coast;NEW;38;785;2;350;245;Undefined;Undefined;May;H;0;0.085972851;0.844444444;S-M;0
1292;HD;8;8;NC;0;4;B;NA;768;47;1;0.603;2;6;;Other;2;Catholic;1;K;8;471;P;0.256;0;East Coast;EXISTING;78;768;1;266;266;Middle;Middle;May;H;1;0.165605096;0.928571429;S-M;1
1293;HD;8;8;MA;0;4;B;NA;757;52;7;0.712;11;4;B;Other;10;PUBLIC;1;6;10;600;O;0.438;0;East Coast;EXISTING;73;757;1;236;236;Middle;Middle;May;H;1;0.121666667;0.948051948;M-L;1
1294;HD;9;12;NE;1;4;A;NA;1479;18;2;0.947;4;1;;Other;10;Catholic;1;7;12;189;Z;0.158;0;East Coast;NEW;19;1479;1;218;218;High;High;May;H;0;0.100529101;0.95;S;1
1295;HC;8;8;CO;0;5;A;NA;1958;24;5;0.667;7;5;B;Other;10;PUBLIC;1;6;8;592;M;0.222;0;East Coast;EXISTING;36;1958;1;266;266;Middle;Middle;May;H;1;0.060810811;0.87804878;M-L;1
1296;HC;8;8;CA;0;5;A;NA;2312;8;0;0.5;5;2;C;Southern California;10;PUBLIC;1;7;8;386;M;0.063;0;East Coast;EXISTING;16;2312;1;229;229;Middle;Middle;May;H;1;0.041450777;0.888888889;S-M;1
1297;HC;5;5;AZ;0;5;A;NA;2174;3;2;1;4;1;B;Other;10;PUBLIC;1;K;8;732;O;0;0;East Coast;NEW;3;2174;1;258;258;Elementary;Elementary;May;H;1;0.004098361;0.75;M-L;0
1298;HC;NA;NA;NE;1;5;A;NA;1798;10;2;0.435;3;2;A;Other;10;PUBLIC;1;5;8;122;M;0.348;0;East Coast;EXISTING;23;1798;1;266;266;Undefined;Undefined;May;H;0;0.18852459;0.92;S;0
1299;HD;8;8;TN;0;6;B;NA;790;43;7;0.662;7;4;C;Other;10;PUBLIC;1;6;8;728;L;0.169;0;East Coast;EXISTING;65;790;1;236;236;Middle;Middle;May;H;1;0.089285714;0.942028986;M-L;1
1300;HD;8;8;MO;0;5;B;NA;939;16;4;0.533;4;2;B;Other;10;PUBLIC;0;7;8;804;K;0.133;0;East Coast;NEW;30;939;0;NA;NA;Middle;Middle;May;H;1;0.037313433;0.9375;M-L;1
1301;HC;8;8;CA;0;6;A;NA;2374;12;2;0.4;6;6;B;Southern California;5;PUBLIC;1;6;8;1174;L;0.367;0;East Coast;EXISTING;30;2374;1;265;265;Middle;Middle;May;H;1;0.025553663;0.833333333;L;1
1302;HC;8;8;CA;0;10;A;CP;2989;30;2;0.6;3;7;;Southern California;5;CHD;1;PK;8;400;O;0.2;0;East Coast;EXISTING;50;2989;2;393;245;Middle;Middle;May;H;1;0.125;0.877192982;S-M;1
1303;HZ;8;8;CA;0;2;B;NA;441;10;2;0.333;6;2;C;Southern California;5;PUBLIC;0;K;8;786;G;0.033;1;CA History;EXISTING;30;441;0;NA;NA;Middle;Middle;May;H;1;0.038167939;0.9375;M-L;1
1304;HS;4;5;CA;0;2;A;FR;587;7;2;0.7;3;1;C;Southern California;4;PUBLIC;1;K;5;693;E;0.3;0;CA History;NEW;10;587;2;225;215;Elementary;Elementary;May;H;0;0.014430014;0.909090909;M-L;0
1305;HS;4;4;CA;0;2;A;FR;589;13;3;0.565;7;1;B;Southern California;4;PUBLIC;0;K;6;830;Q;0.391;1;CA History;EXISTING;23;589;0;NA;NA;Elementary;Elementary;May;H;1;0.027710843;0.958333333;L;0
1306;HS;4;4;CA;0;2;A;CP;575;2;0;0.071;3;1;B;Southern California;5;PUBLIC;0;K;7;670;K;0.107;1;CA History;EXISTING;28;575;0;NA;NA;Elementary;Elementary;May;H;1;0.041791045;0.965517241;M-L;1
1307;HD;8;8;KS;0;3;A;NA;1425;7;0;0.875;1;1;C;Other;10;PUBLIC;0;6;8;181;E;0.125;0;East Coast;EXISTING;8;1425;0;NA;NA;Middle;Middle;May;H;1;0.044198895;0.888888889;S;1
1308;HD;8;8;IA;0;3;A;NA;1274;8;2;0.364;2;3;B;Other;10;PUBLIC;1;PK;8;615;I;0.182;0;East Coast;EXISTING;22;1274;1;233;233;Middle;Middle;May;H;1;0.035772358;0.88;M-L;1
1309;HD;NA;NA;MA;1;3;A;NA;875;27;6;0.563;6;4;B;Other;10;PUBLIC;1;7;12;400;M;0.271;0;East Coast;EXISTING;48;875;1;238;238;Undefined;Undefined;May;H;0;0.12;0.923076923;S-M;0
1310;HD;8;8;IL;0;3;A;NA;998;20;1;0.588;3;7;C;Other;10;PUBLIC;1;PK;8;586;P;0.177;0;East Coast;NEW;34;998;1;175;175;Middle;Middle;May;H;1;0.058020478;0.829268293;M-L;1
1311;HD;5;5;CA;0;5;A;NA;2520;13;3;0.684;5;2;A;Southern California;5;PUBLIC;0;K;8;700;Q;0.053;0;East Coast;EXISTING;19;2520;0;NA;NA;Elementary;Elementary;May;H;1;0.027142857;0.904761905;M-L;0
1312;HD;8;8;SD;0;5;A;CP;1750;54;4;0.568;7;7;B;Other;10;PUBLIC;1;6;8;594;H;0.526;0;East Coast;EXISTING;95;1750;1;253;253;Middle;Middle;May;H;1;0.15993266;0.931372549;M-L;1
1313;HD;8;8;MI;0;5;B;FR;763;35;5;0.66;8;3;C;Other;10;PUBLIC;1;6;8;441;M;0.151;1;East Coast;EXISTING;53;763;1;244;244;Middle;Middle;May;H;1;0.120181406;0.946428571;S-M;1
1314;HVP;8;8;GA;0;3;B;NA;475;23;2;0.307;7;10;C;Other;10;PUBLIC;1;6;8;797;L;0.2;0;East Coast;NEW;75;475;1;188;188;Middle;Middle;May;H;1;0.094102886;0.882352941;M-L;0
1315;HD;7;9;MI;1;5;B;NA;896;15;0;0.6;5;2;B;Other;10;PUBLIC;1;5;8;220;M;0.28;0;East Coast;EXISTING;25;896;2;372;265;Middle;High;May;H;0;0.113636364;0.925925926;S;0
1316;HVP;7;8;OH;0;3;B;NA;419;21;8;0.512;8;3;B;Other;10;PUBLIC;1;5;8;400;J;0.049;0;East Coast;NEW;41;419;2;365;268;Middle;Middle;May;H;0;0.1025;0.931818182;S-M;1
1317;HD;8;8;OH;0;4;A;SA;1318;0;0;0;10;9;B;Other;5;PUBLIC;1;6;8;627;O;0;0;East Coast;EXISTING;83;1318;1;253;253;Middle;Middle;May;H;1;0.132376396;0.902173913;M-L;1
1318;HD;10;12;NE;0;5;A;SA;1926;0;0;0;6;2;C;Other;10;PUBLIC;1;7;12;115;E;0;0;East Coast;NEW;14;1926;2;604;258;High;High;May;H;0;0.12173913;0.875;S;0
1319;HC;8;8;CA;0;5;A;NA;1967;34;6;0.642;14;7;B;Southern California;10;PUBLIC;1;7;8;1700;N;0.302;0;East Coast;EXISTING;53;1967;1;455;455;Middle;Middle;May;H;1;0.031176471;0.883333333;L;1
1320;HS;4;4;CA;0;1;A;SA;396;0;0;0;1;2;;Southern California;5;Private non-Christian;1;PK;8;320;Q;0;1;CA History;EXISTING;34;396;1;252;252;Elementary;Elementary;May;H;1;0.10625;0.944444444;S;1
1321;HS;4;4;CA;0;1;A;NA;384;19;1;0.475;3;2;;Southern California;4;CHD;0;PK;6;407;N;0.2;1;CA History;EXISTING;40;384;0;NA;NA;Elementary;Elementary;May;H;1;0.098280098;0.952380952;S-M;1
1322;HG;4;4;CA;0;2;A;FR;614;14;4;0.359;5;1;A;Southern California;4;PUBLIC;1;K;5;272;P4;0.231;1;CA History;EXISTING;39;614;1;253;253;Elementary;Elementary;May;H;1;0.143382353;0.975;S;1
1323;HG;4;5;CA;1;2;A;FR;625;18;1;0.621;2;2;;Southern California;7;PUBLIC;0;;NA;;;0.31;1;CA History;EXISTING;29;625;0;NA;NA;Elementary;Elementary;May;H;0;NA;0.935483871;;0
1324;HVP;6;7;NY;0;3;B;NA;369;13;1;0.277;2;4;C;Other;2;PUBLIC;1;6;9;413;D;0.043;0;East Coast;NEW;47;369;1;195;195;Middle;Middle;May;H;0;0.113801453;0.921568627;S-M;1
1325;HO;10;11;FL;0;4;A;NA;1976;1;3;0.2;3;1;B;Other;8;PUBLIC;1;9;12;1558;N;0;0;East Coast;NEW;5;1976;1;254;254;High;High;May;H;0;0.003209243;0.833333333;L;0
1326;HD;8;8;TX;0;3;A;NA;1427;13;6;0.65;10;4;C;Dallas;10;PUBLIC;1;6;8;594;G;0.1;0;East Coast;NEW;20;1427;2;273;259;Middle;Middle;May;H;1;0.033670034;0.833333333;M-L;0
1327;HN;8;8;FL;0;4;A;NA;1579;11;11;0.611;12;3;C;Other;10;PUBLIC;0;K;8;1203;N;0.222;0;East Coast;EXISTING;18;1579;0;NA;NA;Middle;Middle;May;H;1;0.014962594;0.857142857;L;0
1328;HVP;8;8;TN;0;5;B;NA;438;37;14;0.673;19;4;B;Other;2;PUBLIC;1;6;8;863;I;0.255;0;East Coast;NEW;55;438;2;436;252;Middle;Middle;May;H;1;0.06373117;0.93220339;L;1
1329;HVP;8;8;TN;0;5;B;NA;439;62;8;0.738;8;6;C;Other;10;PUBLIC;1;5;8;790;C;0.179;0;East Coast;NEW;84;439;1;261;261;Middle;Middle;May;H;1;0.106329114;0.933333333;M-L;1
1330;HD;8;8;OH;0;5;B;FR;694;57;7;0.588;9;7;B;Other;10;PUBLIC;1;6;8;942;L;0.268;0;East Coast;EXISTING;97;694;1;14;14;Middle;Middle;May;H;1;0.102972399;0.932692308;L;1
1331;HVP;8;8;OH;0;3;B;NA;419;43;8;0.512;12;9;B;Other;10;PUBLIC;1;6;8;330;L;0.095;0;East Coast;NEW;84;419;1;232;232;Middle;Middle;May;H;1;0.254545455;0.903225806;S;1
1332;HD;8;8;CA;0;5;A;NA;2093;31;3;0.775;4;6;A;Northern California;5;PUBLIC;1;6;8;1149;Q;0.475;0;East Coast;EXISTING;40;2093;2;406;254;Middle;Middle;May;H;1;0.034812881;0.869565217;L;1
